glyph	codepoint	block	cl100k	o200k	tier	unicode_name
十	U+5341	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5341
午	U+5348	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5348
华	U+534E	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-534E
单	U+5355	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5355
南	U+5357	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5357
即	U+5373	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5373
历	U+5386	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5386
原	U+539F	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-539F
去	U+53BB	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53BB
县	U+53BF	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53BF
参	U+53C2	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53C2
及	U+53CA	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53CA
友	U+53CB	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53CB
反	U+53CD	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53CD
发	U+53D1	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53D1
取	U+53D6	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53D6
变	U+53D8	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53D8
口	U+53E3	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53E3
只	U+53EA	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53EA
可	U+53EF	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53EF
台	U+53F0	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53F0
右	U+53F3	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53F3
号	U+53F7	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53F7
司	U+53F8	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-53F8
合	U+5408	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5408
同	U+540C	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-540C
名	U+540D	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-540D
后	U+540E	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-540E
向	U+5411	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5411
否	U+5426	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5426
含	U+542B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-542B
听	U+542C	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-542C
启	U+542F	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-542F
告	U+544A	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-544A
员	U+5458	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5458
周	U+5468	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5468
命	U+547D	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-547D
和	U+548C	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-548C
品	U+54C1	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-54C1
哈	U+54C8	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-54C8
商	U+5546	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5546
問	U+554F	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-554F
器	U+5668	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5668
四	U+56DB	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-56DB
回	U+56DE	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-56DE
因	U+56E0	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-56E0
国	U+56FD	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-56FD
图	U+56FE	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-56FE
土	U+571F	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-571F
在	U+5728	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5728
地	U+5730	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5730
场	U+573A	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-573A
址	U+5740	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5740
型	U+578B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-578B
城	U+57CE	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-57CE
基	U+57FA	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-57FA
報	U+5831	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5831
場	U+5834	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5834
填	U+586B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-586B
增	U+589E	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-589E
声	U+58F0	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-58F0
处	U+5904	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5904
备	U+5907	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5907
复	U+590D	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-590D
外	U+5916	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5916
多	U+591A	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-591A
大	U+5927	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5927
天	U+5929	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5929
失	U+5931	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5931
头	U+5934	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5934
女	U+5973	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5973
好	U+597D	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-597D
如	U+5982	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5982
始	U+59CB	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-59CB
子	U+5B50	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5B50
字	U+5B57	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5B57
存	U+5B58	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5B58
学	U+5B66	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5B66
安	U+5B89	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5B89
宋	U+5B8B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5B8B
完	U+5B8C	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5B8C
定	U+5B9A	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5B9A
实	U+5B9E	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5B9E
审	U+5BA1	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5BA1
客	U+5BA2	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5BA2
家	U+5BB6	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5BB6
容	U+5BB9	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5BB9
密	U+5BC6	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5BC6
对	U+5BF9	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5BF9
导	U+5BFC	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5BFC
将	U+5C06	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5C06
小	U+5C0F	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5C0F
少	U+5C11	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5C11
尔	U+5C14	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5C14
就	U+5C31	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5C31
局	U+5C40	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5C40
展	U+5C55	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5C55
山	U+5C71	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5C71
岁	U+5C81	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5C81
−	U+2212	math_operators	1	1	A	MINUS SIGN
™	U+2122	letterlike	1	1	A	TRADE MARK SIGN
←	U+2190	arrows	1	1	A	LEFTWARDS ARROW
↑	U+2191	arrows	1	1	A	UPWARDS ARROW
→	U+2192	arrows	1	1	A	RIGHTWARDS ARROW
↓	U+2193	arrows	1	1	A	DOWNWARDS ARROW
■	U+25A0	geometric_shapes	1	1	A	BLACK SQUARE
►	U+25BA	geometric_shapes	1	1	A	BLACK RIGHT-POINTING POINTER
●	U+25CF	geometric_shapes	1	1	A	BLACK CIRCLE
★	U+2605	misc_symbols	1	1	A	BLACK STAR
☆	U+2606	misc_symbols	1	1	A	WHITE STAR
☴	U+2634	misc_symbols	1	1	A	TRIGRAM FOR WIND
♀	U+2640	misc_symbols	1	1	A	FEMALE SIGN
♥	U+2665	misc_symbols	1	1	A	BLACK HEART SUIT
♪	U+266A	misc_symbols	1	1	A	EIGHTH NOTE
✔	U+2714	dingbats	1	1	A	HEAVY CHECK MARK
⠀	U+2800	braille	1	1	A	BRAILLE PATTERN BLANK
─	U+2500	box_drawing	1	1	A	BOX DRAWINGS LIGHT HORIZONTAL
━	U+2501	box_drawing	1	1	A	BOX DRAWINGS HEAVY HORIZONTAL
│	U+2502	box_drawing	1	1	A	BOX DRAWINGS LIGHT VERTICAL
═	U+2550	box_drawing	1	1	A	BOX DRAWINGS DOUBLE HORIZONTAL
║	U+2551	box_drawing	1	1	A	BOX DRAWINGS DOUBLE VERTICAL
╗	U+2557	box_drawing	1	1	A	BOX DRAWINGS DOUBLE DOWN AND LEFT
╝	U+255D	box_drawing	1	1	A	BOX DRAWINGS DOUBLE UP AND LEFT
█	U+2588	block_elements	1	1	A	FULL BLOCK
░	U+2591	block_elements	1	1	A	LIGHT SHADE
、	U+3001	cjk_symbols	1	1	A	IDEOGRAPHIC COMMA
。	U+3002	cjk_symbols	1	1	A	IDEOGRAPHIC FULL STOP
《	U+300A	cjk_symbols	1	1	A	LEFT DOUBLE ANGLE BRACKET
》	U+300B	cjk_symbols	1	1	A	RIGHT DOUBLE ANGLE BRACKET
「	U+300C	cjk_symbols	1	1	A	LEFT CORNER BRACKET
」	U+300D	cjk_symbols	1	1	A	RIGHT CORNER BRACKET
『	U+300E	cjk_symbols	1	1	A	LEFT WHITE CORNER BRACKET
』	U+300F	cjk_symbols	1	1	A	RIGHT WHITE CORNER BRACKET
【	U+3010	cjk_symbols	1	1	A	LEFT BLACK LENTICULAR BRACKET
】	U+3011	cjk_symbols	1	1	A	RIGHT BLACK LENTICULAR BRACKET
〜	U+301C	cjk_symbols	1	1	A	WAVE DASH
΄	U+0384	greek	2	1	B	GREEK TONOS
Ά	U+0386	greek	2	1	B	GREEK CAPITAL LETTER ALPHA WITH TONOS
Έ	U+0388	greek	2	1	B	GREEK CAPITAL LETTER EPSILON WITH TONOS
Ό	U+038C	greek	2	1	B	GREEK CAPITAL LETTER OMICRON WITH TONOS
ΐ	U+0390	greek	2	1	B	GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS
Α	U+0391	greek	2	1	B	GREEK CAPITAL LETTER ALPHA
Β	U+0392	greek	2	1	B	GREEK CAPITAL LETTER BETA
Γ	U+0393	greek	2	1	B	GREEK CAPITAL LETTER GAMMA
Δ	U+0394	greek	2	1	B	GREEK CAPITAL LETTER DELTA
Ε	U+0395	greek	2	1	B	GREEK CAPITAL LETTER EPSILON
Ζ	U+0396	greek	2	1	B	GREEK CAPITAL LETTER ZETA
Η	U+0397	greek	2	1	B	GREEK CAPITAL LETTER ETA
Θ	U+0398	greek	2	1	B	GREEK CAPITAL LETTER THETA
Ι	U+0399	greek	2	1	B	GREEK CAPITAL LETTER IOTA
Κ	U+039A	greek	2	1	B	GREEK CAPITAL LETTER KAPPA
Λ	U+039B	greek	2	1	B	GREEK CAPITAL LETTER LAMDA
Μ	U+039C	greek	2	1	B	GREEK CAPITAL LETTER MU
Ν	U+039D	greek	2	1	B	GREEK CAPITAL LETTER NU
Ξ	U+039E	greek	2	1	B	GREEK CAPITAL LETTER XI
Ο	U+039F	greek	2	1	B	GREEK CAPITAL LETTER OMICRON
Π	U+03A0	greek	2	1	B	GREEK CAPITAL LETTER PI
Ρ	U+03A1	greek	2	1	B	GREEK CAPITAL LETTER RHO
Σ	U+03A3	greek	2	1	B	GREEK CAPITAL LETTER SIGMA
Τ	U+03A4	greek	2	1	B	GREEK CAPITAL LETTER TAU
Υ	U+03A5	greek	2	1	B	GREEK CAPITAL LETTER UPSILON
Φ	U+03A6	greek	2	1	B	GREEK CAPITAL LETTER PHI
Χ	U+03A7	greek	2	1	B	GREEK CAPITAL LETTER CHI
Ψ	U+03A8	greek	2	1	B	GREEK CAPITAL LETTER PSI
Ω	U+03A9	greek	2	1	B	GREEK CAPITAL LETTER OMEGA
ζ	U+03B6	greek	2	1	B	GREEK SMALL LETTER ZETA
ξ	U+03BE	greek	2	1	B	GREEK SMALL LETTER XI
ψ	U+03C8	greek	2	1	B	GREEK SMALL LETTER PSI
ϊ	U+03CA	greek	2	1	B	GREEK SMALL LETTER IOTA WITH DIALYTIKA
ϋ	U+03CB	greek	2	1	B	GREEK SMALL LETTER UPSILON WITH DIALYTIKA
ύ	U+03CD	greek	2	1	B	GREEK SMALL LETTER UPSILON WITH TONOS
ώ	U+03CE	greek	2	1	B	GREEK SMALL LETTER OMEGA WITH TONOS
ἀ	U+1F00	greek_ext	3	1	B	GREEK SMALL LETTER ALPHA WITH PSILI
ἐ	U+1F10	greek_ext	3	1	B	GREEK SMALL LETTER EPSILON WITH PSILI
ὐ	U+1F50	greek_ext	3	1	B	GREEK SMALL LETTER UPSILON WITH PSILI
ὰ	U+1F70	greek_ext	3	1	B	GREEK SMALL LETTER ALPHA WITH VARIA
ὶ	U+1F76	greek_ext	3	1	B	GREEK SMALL LETTER IOTA WITH VARIA
ί	U+1F77	greek_ext	3	1	B	GREEK SMALL LETTER IOTA WITH OXIA
ὸ	U+1F78	greek_ext	3	1	B	GREEK SMALL LETTER OMICRON WITH VARIA
ῖ	U+1FD6	greek_ext	3	1	B	GREEK SMALL LETTER IOTA WITH PERISPOMENI
ῦ	U+1FE6	greek_ext	3	1	B	GREEK SMALL LETTER UPSILON WITH PERISPOMENI
ῶ	U+1FF6	greek_ext	3	1	B	GREEK SMALL LETTER OMEGA WITH PERISPOMENI
Ё	U+0401	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER IO
Є	U+0404	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER UKRAINIAN IE
Ѕ	U+0405	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER DZE
І	U+0406	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I
Ї	U+0407	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER YI
Ј	U+0408	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER JE
Ў	U+040E	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER SHORT U
Ж	U+0416	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER ZHE
Й	U+0419	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER SHORT I
Х	U+0425	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER HA
Ш	U+0428	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER SHA
Щ	U+0429	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER SHCHA
Ъ	U+042A	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER HARD SIGN
Ы	U+042B	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER YERU
Ь	U+042C	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER SOFT SIGN
Ю	U+042E	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER YU
ђ	U+0452	cyrillic	2	1	B	CYRILLIC SMALL LETTER DJE
ѓ	U+0453	cyrillic	2	1	B	CYRILLIC SMALL LETTER GJE
є	U+0454	cyrillic	2	1	B	CYRILLIC SMALL LETTER UKRAINIAN IE
ѕ	U+0455	cyrillic	2	1	B	CYRILLIC SMALL LETTER DZE
ї	U+0457	cyrillic	2	1	B	CYRILLIC SMALL LETTER YI
ј	U+0458	cyrillic	2	1	B	CYRILLIC SMALL LETTER JE
љ	U+0459	cyrillic	2	1	B	CYRILLIC SMALL LETTER LJE
њ	U+045A	cyrillic	2	1	B	CYRILLIC SMALL LETTER NJE
ћ	U+045B	cyrillic	2	1	B	CYRILLIC SMALL LETTER TSHE
ќ	U+045C	cyrillic	2	1	B	CYRILLIC SMALL LETTER KJE
ў	U+045E	cyrillic	2	1	B	CYRILLIC SMALL LETTER SHORT U
џ	U+045F	cyrillic	2	1	B	CYRILLIC SMALL LETTER DZHE
Ґ	U+0490	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER GHE WITH UPTURN
Ғ	U+0492	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER GHE WITH STROKE
ғ	U+0493	cyrillic	2	1	B	CYRILLIC SMALL LETTER GHE WITH STROKE
җ	U+0497	cyrillic	2	1	B	CYRILLIC SMALL LETTER ZHE WITH DESCENDER
ҙ	U+0499	cyrillic	2	1	B	CYRILLIC SMALL LETTER ZE WITH DESCENDER
Қ	U+049A	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER KA WITH DESCENDER
қ	U+049B	cyrillic	2	1	B	CYRILLIC SMALL LETTER KA WITH DESCENDER
ҟ	U+049F	cyrillic	2	1	B	CYRILLIC SMALL LETTER KA WITH STROKE
Ҡ	U+04A0	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER BASHKIR KA
ҡ	U+04A1	cyrillic	2	1	B	CYRILLIC SMALL LETTER BASHKIR KA
ң	U+04A3	cyrillic	2	1	B	CYRILLIC SMALL LETTER EN WITH DESCENDER
ҧ	U+04A7	cyrillic	2	1	B	CYRILLIC SMALL LETTER PE WITH MIDDLE HOOK
ҩ	U+04A9	cyrillic	2	1	B	CYRILLIC SMALL LETTER ABKHASIAN HA
ҫ	U+04AB	cyrillic	2	1	B	CYRILLIC SMALL LETTER ES WITH DESCENDER
ҭ	U+04AD	cyrillic	2	1	B	CYRILLIC SMALL LETTER TE WITH DESCENDER
Ү	U+04AE	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER STRAIGHT U
ү	U+04AF	cyrillic	2	1	B	CYRILLIC SMALL LETTER STRAIGHT U
Ұ	U+04B0	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE
ұ	U+04B1	cyrillic	2	1	B	CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE
Ҳ	U+04B2	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER HA WITH DESCENDER
ҳ	U+04B3	cyrillic	2	1	B	CYRILLIC SMALL LETTER HA WITH DESCENDER
ҵ	U+04B5	cyrillic	2	1	B	CYRILLIC SMALL LIGATURE TE TSE
Ҷ	U+04B6	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER CHE WITH DESCENDER
ҷ	U+04B7	cyrillic	2	1	B	CYRILLIC SMALL LETTER CHE WITH DESCENDER
Һ	U+04BA	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER SHHA
һ	U+04BB	cyrillic	2	1	B	CYRILLIC SMALL LETTER SHHA
ҽ	U+04BD	cyrillic	2	1	B	CYRILLIC SMALL LETTER ABKHASIAN CHE
ҿ	U+04BF	cyrillic	2	1	B	CYRILLIC SMALL LETTER ABKHASIAN CHE WITH DESCENDER
Ә	U+04D8	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER SCHWA
ә	U+04D9	cyrillic	2	1	B	CYRILLIC SMALL LETTER SCHWA
ӡ	U+04E1	cyrillic	2	1	B	CYRILLIC SMALL LETTER ABKHASIAN DZE
ӣ	U+04E3	cyrillic	2	1	B	CYRILLIC SMALL LETTER I WITH MACRON
Ө	U+04E8	cyrillic	2	1	B	CYRILLIC CAPITAL LETTER BARRED O
ө	U+04E9	cyrillic	2	1	B	CYRILLIC SMALL LETTER BARRED O
ӯ	U+04EF	cyrillic	2	1	B	CYRILLIC SMALL LETTER U WITH MACRON
ӷ	U+04F7	cyrillic	2	1	B	CYRILLIC SMALL LETTER GHE WITH DESCENDER
ԥ	U+0525	cyrillic_supp	2	1	B	CYRILLIC SMALL LETTER PE WITH DESCENDER
Ա	U+0531	armenian	2	1	B	ARMENIAN CAPITAL LETTER AYB
Բ	U+0532	armenian	2	1	B	ARMENIAN CAPITAL LETTER BEN
Գ	U+0533	armenian	2	1	B	ARMENIAN CAPITAL LETTER GIM
Դ	U+0534	armenian	2	1	B	ARMENIAN CAPITAL LETTER DA
Ե	U+0535	armenian	2	1	B	ARMENIAN CAPITAL LETTER ECH
Ը	U+0538	armenian	2	1	B	ARMENIAN CAPITAL LETTER ET
Թ	U+0539	armenian	2	1	B	ARMENIAN CAPITAL LETTER TO
Ժ	U+053A	armenian	2	1	B	ARMENIAN CAPITAL LETTER ZHE
Ի	U+053B	armenian	2	1	B	ARMENIAN CAPITAL LETTER INI
Լ	U+053C	armenian	2	1	B	ARMENIAN CAPITAL LETTER LIWN
Խ	U+053D	armenian	2	1	B	ARMENIAN CAPITAL LETTER XEH
Ծ	U+053E	armenian	2	1	B	ARMENIAN CAPITAL LETTER CA
Կ	U+053F	armenian	2	1	B	ARMENIAN CAPITAL LETTER KEN
Հ	U+0540	armenian	2	1	B	ARMENIAN CAPITAL LETTER HO
Մ	U+0544	armenian	2	1	B	ARMENIAN CAPITAL LETTER MEN
Յ	U+0545	armenian	2	1	B	ARMENIAN CAPITAL LETTER YI
Ն	U+0546	armenian	2	1	B	ARMENIAN CAPITAL LETTER NOW
Շ	U+0547	armenian	2	1	B	ARMENIAN CAPITAL LETTER SHA
Ո	U+0548	armenian	2	1	B	ARMENIAN CAPITAL LETTER VO
Չ	U+0549	armenian	2	1	B	ARMENIAN CAPITAL LETTER CHA
Պ	U+054A	armenian	2	1	B	ARMENIAN CAPITAL LETTER PEH
Ռ	U+054C	armenian	2	1	B	ARMENIAN CAPITAL LETTER RA
Ս	U+054D	armenian	2	1	B	ARMENIAN CAPITAL LETTER SEH
Վ	U+054E	armenian	2	1	B	ARMENIAN CAPITAL LETTER VEW
Տ	U+054F	armenian	2	1	B	ARMENIAN CAPITAL LETTER TIWN
Ր	U+0550	armenian	2	1	B	ARMENIAN CAPITAL LETTER REH
Ւ	U+0552	armenian	2	1	B	ARMENIAN CAPITAL LETTER YIWN
Փ	U+0553	armenian	2	1	B	ARMENIAN CAPITAL LETTER PIWR
Ք	U+0554	armenian	2	1	B	ARMENIAN CAPITAL LETTER KEH
Օ	U+0555	armenian	2	1	B	ARMENIAN CAPITAL LETTER OH
Ֆ	U+0556	armenian	2	1	B	ARMENIAN CAPITAL LETTER FEH
՛	U+055B	armenian	2	1	B	ARMENIAN EMPHASIS MARK
՝	U+055D	armenian	2	1	B	ARMENIAN COMMA
՞	U+055E	armenian	2	1	B	ARMENIAN QUESTION MARK
ա	U+0561	armenian	2	1	B	ARMENIAN SMALL LETTER AYB
բ	U+0562	armenian	2	1	B	ARMENIAN SMALL LETTER BEN
գ	U+0563	armenian	2	1	B	ARMENIAN SMALL LETTER GIM
դ	U+0564	armenian	2	1	B	ARMENIAN SMALL LETTER DA
ե	U+0565	armenian	2	1	B	ARMENIAN SMALL LETTER ECH
զ	U+0566	armenian	2	1	B	ARMENIAN SMALL LETTER ZA
է	U+0567	armenian	2	1	B	ARMENIAN SMALL LETTER EH
ը	U+0568	armenian	2	1	B	ARMENIAN SMALL LETTER ET
թ	U+0569	armenian	2	1	B	ARMENIAN SMALL LETTER TO
ժ	U+056A	armenian	2	1	B	ARMENIAN SMALL LETTER ZHE
ի	U+056B	armenian	2	1	B	ARMENIAN SMALL LETTER INI
լ	U+056C	armenian	2	1	B	ARMENIAN SMALL LETTER LIWN
խ	U+056D	armenian	2	1	B	ARMENIAN SMALL LETTER XEH
ծ	U+056E	armenian	2	1	B	ARMENIAN SMALL LETTER CA
կ	U+056F	armenian	2	1	B	ARMENIAN SMALL LETTER KEN
հ	U+0570	armenian	2	1	B	ARMENIAN SMALL LETTER HO
ձ	U+0571	armenian	2	1	B	ARMENIAN SMALL LETTER JA
ղ	U+0572	armenian	2	1	B	ARMENIAN SMALL LETTER GHAD
ճ	U+0573	armenian	2	1	B	ARMENIAN SMALL LETTER CHEH
մ	U+0574	armenian	2	1	B	ARMENIAN SMALL LETTER MEN
յ	U+0575	armenian	2	1	B	ARMENIAN SMALL LETTER YI
ն	U+0576	armenian	2	1	B	ARMENIAN SMALL LETTER NOW
շ	U+0577	armenian	2	1	B	ARMENIAN SMALL LETTER SHA
ո	U+0578	armenian	2	1	B	ARMENIAN SMALL LETTER VO
չ	U+0579	armenian	2	1	B	ARMENIAN SMALL LETTER CHA
պ	U+057A	armenian	2	1	B	ARMENIAN SMALL LETTER PEH
ջ	U+057B	armenian	2	1	B	ARMENIAN SMALL LETTER JHEH
ռ	U+057C	armenian	2	1	B	ARMENIAN SMALL LETTER RA
ս	U+057D	armenian	2	1	B	ARMENIAN SMALL LETTER SEH
վ	U+057E	armenian	2	1	B	ARMENIAN SMALL LETTER VEW
տ	U+057F	armenian	2	1	B	ARMENIAN SMALL LETTER TIWN
ր	U+0580	armenian	2	1	B	ARMENIAN SMALL LETTER REH
ց	U+0581	armenian	2	1	B	ARMENIAN SMALL LETTER CO
ւ	U+0582	armenian	2	1	B	ARMENIAN SMALL LETTER YIWN
փ	U+0583	armenian	2	1	B	ARMENIAN SMALL LETTER PIWR
ք	U+0584	armenian	2	1	B	ARMENIAN SMALL LETTER KEH
օ	U+0585	armenian	2	1	B	ARMENIAN SMALL LETTER OH
ֆ	U+0586	armenian	2	1	B	ARMENIAN SMALL LETTER FEH
և	U+0587	armenian	2	1	B	ARMENIAN SMALL LIGATURE ECH YIWN
։	U+0589	armenian	2	1	B	ARMENIAN FULL STOP
ג	U+05D2	hebrew	2	1	B	HEBREW LETTER GIMEL
ז	U+05D6	hebrew	2	1	B	HEBREW LETTER ZAYIN
ט	U+05D8	hebrew	2	1	B	HEBREW LETTER TET
ך	U+05DA	hebrew	2	1	B	HEBREW LETTER FINAL KAF
כ	U+05DB	hebrew	2	1	B	HEBREW LETTER KAF
ם	U+05DD	hebrew	2	1	B	HEBREW LETTER FINAL MEM
ן	U+05DF	hebrew	2	1	B	HEBREW LETTER FINAL NUN
ס	U+05E1	hebrew	2	1	B	HEBREW LETTER SAMEKH
ף	U+05E3	hebrew	2	1	B	HEBREW LETTER FINAL PE
פ	U+05E4	hebrew	2	1	B	HEBREW LETTER PE
ץ	U+05E5	hebrew	2	1	B	HEBREW LETTER FINAL TSADI
צ	U+05E6	hebrew	2	1	B	HEBREW LETTER TSADI
ק	U+05E7	hebrew	2	1	B	HEBREW LETTER QOF
ء	U+0621	arabic	2	1	B	ARABIC LETTER HAMZA
آ	U+0622	arabic	2	1	B	ARABIC LETTER ALEF WITH MADDA ABOVE
ؤ	U+0624	arabic	2	1	B	ARABIC LETTER WAW WITH HAMZA ABOVE
ئ	U+0626	arabic	2	1	B	ARABIC LETTER YEH WITH HAMZA ABOVE
